Gold,Level,Minions,Jungle_minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Sight_wards,Control_wards,Gold_diff,Win
24483,8.2,270,44,15,13,21,2,0,0,0,16,2,-6881,0
31364,9,315,63,21,16,15,10,3,0,1,32,4,6881,1
20902,7.8,241,56,7,11,14,0,0,0,0,17,4,-5279,0
26181,8.8,332,88,14,13,7,5,0,1,1,15,6,5279,1
21841,8.4,272,75,8,7,11,1,0,0,0,21,1,-1557,0
23398,9,259,92,11,9,8,3,0,1,0,20,6,1557,1
22419,8.6,315,2,9,6,8,9,0,0,0,22,1,-2324,1
24743,9,315,82,8,4,9,11,1,0,0,19,1,2324,0
24475,8.8,298,64,14,6,10,2,0,1,0,22,7,1370,0
23105,8.6,290,79,10,2,14,3,0,0,0,20,4,-1370,1
25654,9.4,353,90,12,11,6,4,0,2,0,18,5,3505,1
22149,8.8,304,76,6,4,12,1,0,0,0,21,2,-3505,0
30318,8.8,316,74,20,10,20,11,2,1,0,17,4,2637,1
27681,9,293,78,20,17,20,6,0,0,0,18,0,-2637,0
26487,9.2,310,62,17,14,6,5,0,0,0,22,3,3853,1
22634,9,327,93,6,5,17,0,0,1,0,23,0,-3853,0
22309,8.6,332,72,7,4,9,2,0,0,0,21,3,-1910,0
24219,9,329,80,9,6,7,4,0,1,0,25,0,1910,1
21427,8.4,271,61,7,5,14,0,0,0,0,20,7,-5191,0
26618,9,331,106,14,8,7,6,1,2,0,21,7,5191,1
25226,8.6,278,67,15,13,18,4,0,0,0,22,3,-986,1
26212,8.4,290,76,18,20,15,2,0,1,0,24,3,986,0
21367,8.4,291,72,8,5,11,2,0,2,0,25,4,-3680,0
25047,9.2,289,80,11,10,8,7,1,0,0,25,1,3680,1
22619,8.8,347,93,6,4,10,3,0,0,0,20,3,-2491,0
25110,9.2,333,78,10,5,6,5,0,1,0,25,7,2491,1
24305,8.4,259,70,14,10,21,1,0,0,0,21,0,-5091,0
29396,9,307,64,21,16,14,4,2,1,0,21,3,5091,1
25280,8.8,287,79,15,10,9,3,0,0,0,22,0,3839,1
21441,8.2,231,70,9,6,15,0,0,1,0,18,2,-3839,0
24114,9,311,74,10,7,9,2,0,1,0,22,2,1242,1
22872,8.4,335,56,9,3,10,2,0,0,0,24,2,-1242,0
24658,8.6,306,60,15,14,6,3,1,1,0,17,4,5978,1
18680,7.8,229,64,6,5,15,0,0,0,0,12,0,-5978,0
24911,8.8,272,66,15,7,15,2,0,0,0,19,0,56,1
24855,9,287,76,15,8,15,2,0,1,0,25,2,-56,0
24685,8.6,304,76,10,7,17,2,0,0,0,17,4,-1830,0
26515,8.6,320,43,17,17,10,5,1,0,0,16,4,1830,1
27345,8.8,294,102,15,10,16,8,1,1,0,22,2,559,0
26786,8.8,275,54,16,12,15,7,1,0,0,19,4,-559,1
19601,8,247,18,2,0,10,7,3,0,0,11,0,-801,0
20402,6.4,182,100,10,6,2,5,0,1,0,9,1,801,1
24189,9,250,90,13,6,14,3,1,0,0,10,1,80,1
24109,9.4,258,72,14,9,13,4,0,2,0,14,0,-80,0
24326,9,279,78,13,6,11,3,0,1,0,19,0,924,1
23402,8.6,265,72,11,14,13,0,0,1,0,15,0,-924,0
26117,9.2,281,105,13,8,7,6,1,1,0,18,2,5826,0
20291,8.4,206,74,7,6,13,0,0,0,0,17,1,-5826,1
22968,8.6,234,94,13,4,12,3,0,1,0,16,1,-606,1
23574,8.2,307,13,12,6,13,7,1,0,0,21,1,606,0
22918,8.4,291,60,9,6,13,3,0,1,0,21,1,-2589,1
25507,8.6,312,64,13,17,9,5,0,0,0,23,3,2589,0
18732,8.2,250,64,2,1,15,2,0,0,0,19,4,-6209,0
24941,9.2,297,78,15,9,2,2,0,1,0,17,2,6209,1
24920,8.8,302,52,17,8,12,4,0,0,0,19,0,1650,1
23270,8.6,206,60,12,12,17,0,0,0,0,16,2,-1650,0
17115,8.2,200,36,3,1,19,2,0,0,0,9,0,-9396,0
26511,9,264,101,19,7,3,10,2,0,0,17,0,9396,1
25037,8.4,296,67,11,8,9,2,1,0,0,17,4,2992,0
22045,8.6,270,68,9,7,11,1,0,1,0,24,3,-2992,1
18224,8,230,52,3,5,14,0,0,1,0,16,1,-7036,0
25260,8.4,349,32,14,2,3,7,3,0,0,17,2,7036,1
23930,8.8,241,64,18,12,3,3,1,1,0,23,0,3818,1
20112,7.8,239,78,3,4,18,0,0,0,0,16,1,-3818,0
17764,8.4,199,48,4,0,18,1,0,0,0,20,0,-10159,0
27923,9.4,314,86,18,6,4,5,1,1,0,19,2,10159,1
22006,8.4,257,60,11,7,11,3,1,0,0,13,2,-2681,0
24687,8.8,249,86,11,9,11,3,1,1,0,17,1,2681,1
20573,8.2,268,52,5,5,13,3,0,0,0,17,1,-5003,0
25576,9,303,91,13,5,5,8,2,1,0,21,1,5003,1
24841,8.6,252,78,13,9,13,4,1,0,0,17,1,74,1
24767,8.6,264,64,13,9,13,4,1,1,0,19,3,-74,0
22693,8.4,284,36,12,4,15,3,0,0,0,21,2,-3210,1
25903,9.2,272,96,15,9,12,3,0,0,0,20,1,3210,0
25308,8.6,271,78,12,15,7,6,1,0,0,23,0,3751,1
21557,7.8,272,52,7,1,12,3,1,1,0,16,2,-3751,0
25102,9,289,86,12,14,12,1,0,0,0,13,3,2022,0
23080,8.8,243,66,12,9,12,1,0,1,0,23,5,-2022,1
20810,7.6,232,8,12,9,9,4,1,0,0,8,0,-2013,0
22823,8.4,213,108,9,7,12,3,0,1,0,13,0,2013,1
23227,8.4,276,57,10,8,11,4,0,1,0,22,1,-1760,0
24987,9,288,98,11,10,10,2,0,1,0,15,0,1760,1
22024,8.4,255,76,10,5,13,2,0,0,0,15,0,-1591,1
23615,8.8,298,67,13,5,10,4,1,1,0,12,1,1591,0
25966,8.8,273,82,16,5,13,5,1,1,0,20,0,1915,1
24051,8.6,204,74,13,8,16,3,0,0,0,20,0,-1915,0
21028,8.6,285,80,5,1,17,3,0,1,0,22,0,-4443,0
25471,9,283,60,17,14,5,5,1,0,0,20,1,4443,1
18148,8.2,204,73,3,1,15,1,0,1,0,5,0,-7745,0
25893,9,305,80,15,11,3,6,1,1,0,16,0,7745,1
19516,8,213,40,10,8,12,1,0,0,0,16,0,-2503,0
22019,8.4,257,42,12,5,10,4,0,1,0,20,0,2503,1
22820,8.8,303,60,9,5,5,2,0,0,0,21,0,2938,1
19882,8.4,260,62,5,4,9,1,0,1,0,18,0,-2938,0
28841,9.2,326,36,20,11,11,7,1,0,0,7,0,6156,1
22685,8.6,281,69,11,1,20,1,0,0,0,20,1,-6156,0
25131,9.4,275,96,14,10,8,2,0,0,0,22,3,2293,0
22838,8.8,282,72,8,7,14,1,0,2,0,16,0,-2293,1
19780,8.2,261,42,7,4,6,0,0,1,0,20,0,-295,1
20075,8.4,241,60,6,3,7,1,0,0,0,17,0,295,0
21931,8.8,284,78,8,3,6,5,0,1,0,16,1,1193,1
20738,8.4,267,56,6,4,8,1,0,0,0,17,0,-1193,0
21265,8.6,311,70,3,3,7,6,1,0,0,13,1,881,1
20384,8.2,239,59,7,6,3,1,0,1,0,19,1,-881,0
25678,8.4,291,0,16,10,10,6,2,0,0,13,0,5211,1
20467,7.8,178,40,10,10,16,0,0,1,0,11,0,-5211,0
24033,8.4,241,80,11,10,7,6,1,1,0,19,0,2465,1
21568,8.6,266,72,7,0,11,4,1,0,0,12,0,-2465,0
23828,8.2,266,64,11,4,5,3,2,0,0,19,0,7028,1
16800,6.6,200,3,5,1,11,0,0,0,0,12,0,-7028,0
23242,8.6,280,68,10,10,7,3,0,0,0,20,0,3016,1
20226,8.4,239,60,7,5,10,0,0,1,0,19,4,-3016,0
21352,9,256,44,8,5,4,3,0,0,0,11,0,3317,0
18035,8.4,247,69,4,1,8,1,0,0,0,19,0,-3317,1
21748,8.4,235,80,7,6,11,5,0,1,0,21,0,920,1
20828,8.4,220,52,11,4,7,1,0,0,0,12,0,-920,0
19568,8.8,299,72,3,0,12,0,0,0,0,19,2,-3919,0
23487,8.6,263,78,12,10,3,2,0,1,0,16,0,3919,1
20199,8.6,281,82,5,1,11,2,0,2,0,18,2,-2539,1
22738,8.6,254,72,11,6,5,0,0,0,0,17,1,2539,0
24112,8.6,282,72,11,9,9,3,0,1,0,26,2,-123,0
24235,8.8,309,75,9,6,11,7,0,1,0,21,0,123,1
26836,9.2,329,68,17,15,14,2,0,1,0,22,1,-35,0
26871,9,338,87,14,10,17,1,0,0,0,24,2,35,1
22934,9.2,322,90,8,2,13,5,0,1,0,16,5,-3041,1
25975,9.4,349,90,13,14,8,1,0,1,0,16,2,3041,0
26040,9,281,68,15,15,10,2,0,1,0,22,5,805,1
25235,8.8,283,83,10,10,15,2,0,1,0,23,2,-805,0
28251,8.6,358,60,16,14,7,7,1,0,0,20,10,6936,1
21315,8.4,247,76,7,4,16,2,0,1,0,21,3,-6936,0
25627,8.8,332,55,13,15,13,3,0,0,1,18,7,1820,1
23807,8.8,252,72,13,14,13,4,0,1,0,20,7,-1820,0
27000,8.6,290,88,20,16,11,4,1,1,0,20,2,1769,0
25231,8.8,297,64,11,6,20,4,0,0,1,18,3,-1769,1
28630,9,347,85,17,20,6,6,0,2,0,17,8,5390,1
23240,8.4,279,58,6,7,17,3,0,0,1,19,4,-5390,0
25078,8.8,290,68,14,16,6,2,0,0,0,20,3,234,1
24844,8.8,378,64,6,2,14,9,1,1,1,16,4,-234,0
21323,8.2,269,67,9,4,21,1,0,0,0,16,4,-8438,0
29761,9,332,68,21,20,9,9,1,1,0,12,3,8438,1
30470,8.8,313,80,19,16,5,11,1,1,0,22,2,7714,1
22756,8.2,283,77,5,3,19,6,0,0,1,15,2,-7714,0
26624,8.6,336,71,13,16,13,3,1,1,0,12,2,-193,1
26817,9.2,316,67,13,13,13,3,1,1,1,16,3,193,0
31920,9.2,346,80,20,24,10,10,2,1,1,14,5,7418,1
24502,8.8,306,80,10,9,20,3,0,1,0,21,3,-7418,0
23990,8.8,301,76,11,6,12,1,0,0,1,20,0,-130,1
24120,8.8,293,76,12,8,11,1,0,2,0,16,4,130,0
26263,8.8,321,77,13,9,11,7,0,1,1,22,8,2428,1
23835,8.6,290,66,11,12,13,0,0,0,0,19,3,-2428,0
22039,8.6,311,68,7,8,9,0,0,0,0,13,4,-5126,1
27165,8.8,376,84,9,7,7,8,1,1,1,20,2,5126,0
32400,9.2,315,91,23,19,15,6,3,1,1,19,3,7663,1
24737,8.2,264,52,15,15,23,5,1,0,0,18,0,-7663,0
26718,9.2,347,76,14,11,12,5,0,1,0,19,10,2035,0
24683,9,279,68,12,11,14,3,0,0,0,20,2,-2035,1
25572,8.6,248,68,16,10,18,3,0,0,0,19,2,-3258,0
28830,8.6,261,78,18,12,16,8,1,1,1,19,4,3258,1
24242,8.4,270,64,13,15,13,1,0,1,1,22,3,-2623,0
26865,8.8,323,84,13,10,13,3,0,0,0,16,4,2623,1
28788,9,319,67,18,13,13,4,1,0,1,14,4,4196,1
24592,8.8,309,64,13,10,18,2,0,0,0,18,2,-4196,0
29023,9.4,369,90,17,5,9,4,3,2,1,19,4,6260,1
22763,8.8,224,76,9,8,17,2,0,0,0,20,4,-6260,0
27768,9,297,84,18,16,21,3,0,0,0,15,6,-3093,0
30861,8.8,328,75,21,15,18,9,2,2,1,20,6,3093,1
22812,8.6,295,64,9,5,16,2,0,0,1,14,5,-5116,1
27928,9,284,84,16,14,9,7,1,1,0,22,3,5116,0
29963,9.4,286,62,18,15,16,10,1,0,1,19,2,3578,1
26385,8.4,297,69,16,10,18,3,0,1,0,17,0,-3578,0
28878,8.8,284,80,19,17,13,5,1,0,1,16,5,4143,0
24735,8.4,290,58,13,14,19,1,0,1,0,19,6,-4143,1
29669,9.2,311,63,17,8,13,9,2,0,1,19,3,3555,1
26114,8.8,287,74,13,14,17,7,0,1,0,20,4,-3555,0
20432,8.2,241,80,5,2,19,0,0,0,0,16,5,-9087,0
29519,9.2,341,80,19,11,5,6,1,2,0,24,2,9087,1
26565,8.6,285,64,14,12,19,7,0,0,1,20,4,-3216,0
29781,9.2,328,68,19,15,14,8,1,0,0,23,3,3216,1
25144,8.4,284,62,15,17,11,4,0,1,0,20,4,-2090,1
27234,8.8,340,82,11,7,15,9,1,0,1,15,8,2090,0
26317,8.6,300,67,14,12,18,4,0,0,0,16,4,-2605,0
28922,9.4,271,84,18,13,14,6,1,2,1,23,2,2605,1
30004,9,310,60,24,13,20,6,1,0,0,15,4,584,1
29420,9,280,79,20,15,24,3,1,0,0,25,0,-584,0
25752,8.6,301,55,16,16,13,3,0,1,0,16,3,-1534,0
27286,8.8,295,72,13,11,16,5,1,0,1,22,7,1534,1
26153,9,321,56,16,8,18,4,0,1,0,19,9,-3001,0
29154,9,288,112,18,13,16,8,1,0,0,21,6,3001,1
26776,8.6,304,103,10,12,17,8,2,1,0,22,5,-1970,0
28746,9.2,368,72,17,15,10,3,1,0,0,19,4,1970,1
23251,8.4,273,54,11,14,18,1,0,0,0,16,2,-6399,0
29650,9.2,320,100,18,22,11,7,2,2,0,21,4,6399,1
24491,8.4,332,72,10,7,16,2,0,0,0,16,0,-2935,0
27426,9.2,341,102,16,13,10,3,0,1,0,21,5,2935,1
28812,8.8,331,84,17,16,14,10,2,2,0,21,1,3019,1
25793,8.6,284,71,14,15,17,3,0,0,0,20,5,-3019,0
28364,8.8,365,78,17,14,9,7,1,1,0,19,3,4223,0
24141,8.6,313,83,9,6,17,0,0,0,0,21,4,-4223,1
25264,8.6,296,64,12,10,16,4,0,0,0,18,2,-1917,0
27181,9,321,95,16,13,12,2,0,1,0,26,2,1917,1
27358,9,347,91,13,11,8,6,1,0,0,19,6,3533,0
23825,9,345,80,8,5,13,1,0,2,0,20,1,-3533,1
28745,8.8,341,74,17,19,15,6,1,2,0,21,5,2340,1
26405,8.2,303,48,15,20,17,0,0,0,0,21,5,-2340,0
29906,8.4,378,4,20,17,13,10,2,0,0,19,2,4236,0
25670,8.4,307,73,13,18,20,2,0,1,0,18,2,-4236,1
24904,8,257,65,13,17,22,3,0,0,0,19,5,-6719,0
31623,9.2,354,74,22,17,13,8,2,2,0,24,3,6719,1
22783,8.4,298,70,8,7,15,1,0,0,0,23,4,-4850,0
27633,9,344,60,15,15,8,7,1,1,0,20,2,4850,1
22983,7.6,240,40,9,14,33,2,0,0,0,23,4,-11216,0
34199,8.8,303,87,33,32,9,11,3,1,0,19,4,11216,1
26829,8.6,339,95,10,12,9,9,2,2,0,20,6,3329,1
23500,8.6,291,90,9,17,10,1,0,0,0,22,3,-3329,0
26925,9,347,96,12,12,13,7,1,1,0,15,3,2210,1
24715,9,310,76,13,11,12,4,0,1,0,19,4,-2210,0
26878,8.8,312,70,17,17,15,5,0,1,0,23,6,-1683,0
28561,9.2,345,102,15,17,17,5,0,1,0,17,8,1683,1
28735,9.2,319,87,19,16,12,8,0,1,0,24,4,3236,1
25499,8.6,304,92,12,12,19,5,0,0,0,21,3,-3236,0
23104,8.2,264,64,12,7,19,1,0,0,0,21,2,-8668,0
31772,9,297,106,19,19,12,14,3,1,0,19,1,8668,1
31250,9.4,323,93,21,26,12,5,1,1,0,15,3,3887,1
27363,8.8,343,73,12,7,21,7,1,1,0,21,0,-3887,0
22794,8.8,283,72,10,7,17,3,0,1,0,16,2,-4616,0
27410,9.4,306,96,17,16,10,5,0,0,0,22,0,4616,1
30681,9.4,258,80,26,23,18,4,0,1,0,17,2,1186,1
29495,8.8,310,83,18,12,26,7,2,1,0,15,1,-1186,0
24476,8.8,309,98,8,0,20,8,1,0,0,17,0,-4197,0
28673,8.4,381,21,20,11,8,8,2,0,0,19,0,4197,1
28074,9,307,88,16,17,17,4,1,1,0,24,1,-269,0
28343,9.2,323,79,17,13,16,8,0,0,0,18,6,269,1
22533,8.6,306,96,6,5,10,2,0,0,0,22,6,-2411,0
24944,9.2,361,91,10,6,6,2,0,1,0,21,5,2411,1
27287,8.8,346,94,14,9,14,7,0,0,0,19,6,163,0
27124,8.8,287,90,14,13,14,3,0,1,0,23,4,-163,1
23117,9,360,96,4,3,16,2,0,0,0,18,4,-2986,0
26103,9,345,79,16,16,4,2,0,2,0,21,4,2986,1
23628,8.6,320,66,10,13,17,1,0,0,0,14,3,-6068,0
29696,9.6,374,122,17,10,10,5,1,2,0,19,2,6068,1
26285,8.6,332,52,17,19,12,5,0,1,0,21,6,-3163,0
29448,9,335,108,12,17,17,7,1,0,0,21,4,3163,1
25013,8.4,285,68,13,12,21,2,0,0,0,17,7,-5908,0
30921,9.4,337,72,21,19,13,5,2,1,0,19,4,5908,1
26345,8.8,306,79,16,9,14,1,0,0,0,19,6,-1448,0
27793,8.8,334,64,14,17,16,7,1,2,0,17,2,1448,1
20020,8.4,290,70,4,3,10,0,0,0,0,26,5,-7573,0
27593,8.8,382,74,10,10,4,12,3,1,0,16,3,7573,1
30742,9,351,64,23,21,22,7,1,0,0,20,4,585,1
30157,8.8,251,83,22,27,23,2,0,1,0,22,2,-585,0
25102,8.6,351,82,13,3,8,7,0,1,0,16,3,1834,0
23268,8.4,313,77,8,9,13,0,0,1,0,27,6,-1834,1
23472,8.4,283,56,11,8,23,0,0,0,0,20,3,-8641,0
32113,9.6,383,96,23,19,11,9,2,1,0,27,0,8641,1
29309,9.6,338,98,21,12,11,5,0,1,0,25,5,5262,1
24047,8.8,346,70,11,6,21,1,0,1,0,23,2,-5262,0
29212,9.6,324,119,16,11,14,4,1,1,0,21,5,4386,1
24826,8.6,322,52,14,15,16,2,0,0,0,19,5,-4386,0
29598,9.8,305,99,19,21,10,6,1,0,0,19,6,3734,1
25864,9.2,291,77,10,13,19,2,0,1,0,21,1,-3734,0
24155,9,345,106,6,8,11,3,0,1,0,20,1,-351,0
24506,8.8,328,86,11,10,6,2,0,1,0,19,3,351,1
26202,9.2,265,111,13,11,17,3,0,0,0,18,4,-830,0
27032,9,364,67,17,11,13,4,0,1,0,19,2,830,1
27848,8.6,274,102,17,11,18,7,1,0,0,21,3,1999,1
25849,8.6,281,55,18,12,17,3,0,1,0,15,1,-1999,0
28217,9,341,84,17,11,8,5,1,0,0,21,6,3219,0
24998,9,337,107,8,8,17,3,1,1,0,17,2,-3219,1
28121,9.4,334,90,19,17,5,5,0,1,0,23,5,5389,1
22732,8.6,306,84,5,4,19,1,0,0,0,21,0,-5389,0
25953,8.8,275,90,18,12,13,2,0,2,0,25,4,-2420,0
28373,9.4,318,118,13,14,18,8,1,0,0,21,1,2420,1
26737,9.2,340,82,11,7,17,7,1,1,0,19,9,647,0
26090,8.8,258,87,17,13,11,2,0,0,0,17,4,-647,1
24400,8.8,331,80,9,7,11,5,0,1,0,15,3,-1812,1
26212,9,363,104,11,9,9,5,0,0,0,19,3,1812,0
29526,9,289,68,27,29,14,2,0,2,0,19,11,584,1
28942,9,322,96,14,11,27,4,2,0,0,24,4,-584,0
27828,8.6,347,88,16,16,21,5,0,1,0,25,6,-3395,0
31223,9.4,322,88,21,25,16,5,1,0,0,25,12,3395,1
27833,8.6,305,80,14,20,11,7,1,0,0,22,1,4416,1
23417,8,299,56,11,15,14,1,0,2,0,22,5,-4416,0
25592,8.8,282,99,15,16,8,2,0,1,0,22,6,47,1
25545,8.8,383,79,8,7,15,3,0,0,0,21,4,-47,0
23461,8.2,284,71,7,8,8,6,1,0,0,24,6,-986,0
24447,8.4,327,97,8,15,7,4,0,2,0,24,3,986,1
23488,8.2,322,65,8,8,17,2,0,0,0,25,6,-3642,1
27130,8.8,288,73,17,25,8,3,0,1,0,25,8,3642,0
29249,9,332,84,17,12,20,5,1,0,0,22,5,1538,1
27711,8.6,331,72,20,16,17,4,0,1,0,26,7,-1538,0
25885,9,371,71,11,12,13,2,0,1,0,19,7,-762,0
26647,8.8,354,88,13,17,11,4,0,0,0,23,7,762,1
26007,8.4,330,66,14,18,9,2,0,0,0,15,7,1522,1
24485,8.6,312,94,9,13,14,2,0,1,0,18,5,-1522,0
31059,9.4,367,100,21,20,6,11,2,2,0,19,5,8921,1
22138,8.4,306,75,6,5,21,3,0,0,0,19,3,-8921,0
30493,9.2,345,90,22,31,10,4,0,1,0,22,8,4647,1
25846,8.4,339,90,10,13,22,3,0,1,0,25,1,-4647,0
23104,8.8,374,104,3,0,15,7,0,1,0,23,6,-3371,0
26475,8.8,327,68,15,19,3,5,0,0,0,14,6,3371,1
27822,9.2,378,97,13,16,11,4,0,0,0,21,10,2631,0
25191,8.8,312,70,11,21,13,3,0,0,0,20,7,-2631,1
26995,9.4,383,81,13,14,8,6,0,1,0,22,7,2098,0
24897,9.2,396,86,8,12,13,2,0,0,0,20,4,-2098,1
24391,8.8,320,86,10,8,17,3,0,0,0,25,4,-4378,0
28769,9.4,341,93,17,21,10,3,1,2,0,27,9,4378,1
29078,9.4,348,78,17,18,12,4,1,0,0,21,3,4333,1
24745,8.4,300,84,12,9,17,2,0,1,0,20,10,-4333,0
21889,8.4,324,68,6,4,14,0,0,0,0,16,5,-4357,0
26246,9.2,350,77,14,17,6,6,0,1,0,24,8,4357,1
26529,8.8,356,70,11,16,11,7,0,0,0,23,5,1454,0
25075,8.6,335,77,11,16,11,1,0,1,0,21,8,-1454,1
29263,9.4,384,97,15,23,6,6,1,2,0,21,8,6344,1
22919,8.8,320,94,6,6,15,2,0,0,0,25,5,-6344,0
30069,9.2,359,100,15,16,15,4,1,1,0,27,3,2889,1
27180,9,334,96,15,19,15,2,0,1,0,20,10,-2889,0
28784,9.4,331,138,16,17,10,1,0,0,0,20,4,3138,1
25646,8.6,348,77,10,13,16,5,0,2,0,21,4,-3138,0
26511,9.2,373,116,11,14,6,2,0,1,0,19,4,2522,1
23989,8.4,356,84,6,4,11,3,1,1,0,25,4,-2522,0
27324,8.6,351,87,14,18,11,4,1,1,0,24,6,1771,0
25553,8.6,287,96,11,15,14,4,0,1,0,17,5,-1771,1
27072,9.4,395,103,9,7,6,7,1,0,0,21,3,2396,1
24676,9.2,407,83,6,10,9,1,0,1,0,24,9,-2396,0
28380,8.8,366,82,17,18,15,5,0,1,0,26,10,1447,1
26933,8.8,319,86,15,21,17,2,0,0,0,19,8,-1447,0
23039,8.4,325,91,8,4,14,2,0,0,0,22,7,-3848,0
26887,9,343,82,14,20,8,5,0,2,0,22,8,3848,1
20900,8.4,298,62,5,5,20,0,0,1,0,19,5,-11099,0
31999,9.4,409,80,20,16,5,10,2,1,0,21,7,11099,1
27567,9.2,342,73,15,20,11,4,0,0,0,22,12,1306,1
26261,9,338,72,11,12,15,2,0,1,0,24,10,-1306,0
25157,8.8,318,94,12,10,15,0,0,1,0,20,3,-3342,0
28499,9,349,72,15,14,12,4,2,0,0,23,6,3342,1
25906,8.8,334,90,12,7,8,8,1,2,0,24,7,344,1
25562,8.8,353,86,8,9,12,9,1,0,0,20,8,-344,0
26453,9,339,84,12,15,10,5,0,1,0,19,5,680,1
25773,8.8,356,90,10,10,12,5,0,0,0,27,5,-680,0
31900,9.6,390,89,18,16,6,13,3,1,0,23,6,9335,1
22565,8.4,329,80,6,7,18,2,0,1,0,16,4,-9335,0
23470,8,286,67,10,8,20,1,0,0,0,27,4,-4948,0
28418,9,269,88,20,21,10,2,1,1,0,20,7,4948,1
22948,8.6,340,83,6,4,15,4,0,1,0,21,3,-4813,1
27761,8.8,348,75,15,28,6,2,0,0,0,22,9,4813,0
26180,9,321,98,12,10,11,5,1,1,0,25,5,-1253,1
27433,9,371,94,11,10,12,6,1,0,0,17,4,1253,0
30682,8.8,334,90,17,20,12,9,3,1,0,24,5,5823,1
24859,8.6,304,78,12,12,17,0,0,0,0,20,2,-5823,0
29081,9,315,83,21,26,11,3,0,0,0,21,7,4616,1
24465,8.6,312,81,11,6,21,2,0,1,0,21,5,-4616,0
23444,8.8,303,74,11,8,8,0,0,0,0,17,5,-3539,0
26983,9.2,364,94,8,10,11,7,2,1,0,19,2,3539,1
29157,9,347,75,16,15,7,10,2,0,0,18,9,5703,1
23454,8.2,316,71,7,5,16,2,0,1,0,27,3,-5703,0
27000,9.2,296,80,17,20,15,2,0,1,0,25,5,568,0
26432,8.4,296,72,15,12,17,6,1,1,0,22,8,-568,1
26148,9.2,360,78,12,12,7,0,0,1,0,26,5,2373,0
23775,9,324,90,7,8,12,1,0,1,0,19,5,-2373,1
29208,9.2,378,92,14,18,10,6,2,1,0,26,12,6871,1
22337,8.2,268,64,10,10,14,0,0,1,0,19,4,-6871,0
26133,9,310,92,10,14,7,7,1,0,0,21,1,4169,0
21964,8.4,302,60,7,5,10,2,0,1,0,23,4,-4169,1
25071,8.6,289,56,14,11,8,2,0,1,0,25,2,3679,1
21392,8,246,58,8,6,14,2,0,0,0,21,4,-3679,0
24065,8.4,315,87,10,6,16,7,0,1,0,20,4,-2509,1
26574,8.8,285,66,16,17,10,2,0,0,0,21,2,2509,0
23851,8.6,307,76,10,8,11,2,0,1,0,16,6,-784,1
24635,8.8,283,72,11,13,10,2,0,1,0,18,6,784,0
29970,9,309,70,20,21,9,7,1,0,0,21,4,8303,1
21667,7.8,227,70,9,6,20,1,0,1,0,18,1,-8303,0
23734,8.4,250,95,11,1,16,4,1,0,0,20,1,-1321,1
25055,8.4,233,80,16,13,11,3,0,1,0,18,3,1321,0
25044,8.2,278,59,13,13,19,1,0,1,0,21,2,-5083,0
30127,8.8,335,66,19,16,13,11,2,1,0,20,2,5083,1
25920,8.4,273,68,15,12,11,3,0,0,0,24,4,5,0
25915,8.6,321,66,11,10,15,7,1,2,0,19,2,-5,1
25149,9,329,78,11,11,11,4,0,0,0,17,5,-141,1
25290,8.4,280,76,11,16,11,5,1,1,0,12,2,141,0
25188,8.6,325,92,10,3,10,5,1,1,0,19,3,1814,1
23374,8.4,267,76,10,9,10,2,0,0,0,22,2,-1814,0
22334,8.8,308,64,6,5,10,1,0,0,0,17,4,-1811,0
24145,9,312,92,10,6,6,2,0,1,0,20,2,1811,1
24336,8.2,231,84,13,12,11,4,0,0,0,16,3,-419,1
24755,8.2,286,64,11,13,13,3,1,1,0,17,3,419,0
25650,8.4,251,68,15,11,13,7,1,1,0,22,2,-506,1
26156,8.6,288,90,13,5,15,11,1,0,0,21,1,506,0
27832,9.2,329,92,13,11,3,7,2,2,0,24,7,8096,1
19736,8.4,260,74,3,2,13,1,0,0,0,21,3,-8096,0
22394,8,252,66,8,3,19,2,0,0,0,18,3,-4475,1
26869,8.8,295,86,19,12,8,5,1,1,0,23,5,4475,0
25378,9,255,95,15,6,13,4,1,0,0,17,1,-760,0
26138,8.4,290,64,13,15,15,2,0,1,0,24,1,760,1
26855,8.6,330,70,14,13,13,7,1,1,0,13,4,683,1
26172,8.6,306,68,13,14,14,3,0,0,0,15,2,-683,0
24504,8.4,224,75,14,13,18,2,0,0,0,16,4,-4615,0
29119,9,279,80,18,17,14,6,2,1,0,18,5,4615,1
25698,8.8,279,82,14,12,21,2,0,0,0,15,3,-4560,0
30258,9.2,334,91,21,16,14,6,1,1,0,22,2,4560,1
25922,8.8,280,60,15,8,10,5,1,1,0,22,5,62,0
25860,9,305,83,10,10,15,4,0,1,0,22,4,-62,1
24576,8.4,298,62,10,10,18,2,0,1,0,13,3,-1189,1
25765,8.6,271,66,18,17,10,5,0,1,0,20,3,1189,0
24970,8.2,267,64,14,9,23,3,0,1,0,18,2,-7893,0
32863,9,314,100,23,15,14,10,3,1,0,21,4,7893,1
27702,8.6,259,78,20,20,12,3,0,1,0,22,3,1673,0
26029,8.6,311,66,12,7,20,6,0,1,0,18,2,-1673,1
29166,9,257,88,23,22,9,5,0,1,0,17,4,6490,0
22676,8.6,295,64,9,5,23,3,0,0,0,15,2,-6490,1
24424,8.4,252,64,14,13,7,5,0,1,0,24,2,3522,1
20902,8.4,254,59,7,5,14,0,0,1,0,19,2,-3522,0
